TABLE NO.     4: MCMC Bayesian Analysis: Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION: Problem=1 Subproblem=0 Superproblem1=0 Iteration1=0 Superproblem2=0 Iteration2=0
 ITERATION    THETA1       THETA2       THETA3       THETA4       SIGMA(1,1)   OMEGA(1,1)   OMEGA(2,1)   OMEGA(2,2)   OMEGA(3,1)   OMEGA(3,2)   OMEGA(3,3)   OMEGA(4,1)   OMEGA(4,2)   OMEGA(4,3)   OMEGA(4,4)   MCMCOBJ
         2054  1.65589E+00  1.59944E+00  7.24433E-01  2.37858E+00  4.68206E-02  1.53547E-01  2.61495E-02  1.21703E-01  1.35799E-02  1.68738E-02  1.65202E-01 -3.36880E-02 -5.48270E-03  5.79560E-02  1.76276E-01   -2404.08730708620
         2055  1.62750E+00  1.56163E+00  7.98845E-01  2.39252E+00  5.06152E-02  1.50949E-01  3.06580E-02  1.56348E-01  3.93165E-02  2.00402E-03  2.70321E-01 -7.93803E-03  7.08555E-03  3.74985E-02  1.51808E-01   -2366.74043439477
         2056  1.63468E+00  1.54821E+00  7.63998E-01  2.34698E+00  5.53895E-02  1.44547E-01  1.30740E-02  1.47098E-01 -1.92442E-02 -1.87644E-02  2.37076E-01 -3.15203E-02 -1.21973E-02  4.67598E-02  1.31628E-01   -2276.41650031564
         2057  1.67617E+00  1.57633E+00  7.36483E-01  2.34345E+00  6.68125E-02  1.70486E-01 -8.87943E-05  1.30610E-01  1.70101E-02 -3.64902E-02  1.80272E-01  1.67971E-02 -4.93886E-03  1.93480E-02  1.51214E-01   -2273.07261662628
         2058  1.66025E+00  1.63710E+00  7.05346E-01  2.31535E+00  5.92476E-02  1.38392E-01  1.00731E-03  1.26265E-01  1.25307E-02 -2.71968E-02  1.92714E-01 -1.38954E-02 -4.12428E-03  4.39782E-03  1.66744E-01   -2286.97696739181
         2059  1.61618E+00  1.57629E+00  6.85486E-01  2.28446E+00  6.23828E-02  1.43087E-01 -1.55848E-02  1.52195E-01  3.75574E-02 -2.59512E-02  1.66648E-01 -2.04042E-03 -2.02275E-02  4.10085E-02  1.98452E-01   -2256.76732144480
         2060  1.58782E+00  1.67574E+00  7.00393E-01  2.28545E+00  6.43025E-02  1.67681E-01  1.31531E-02  1.48774E-01  2.46547E-02 -3.88838E-02  1.41776E-01  2.33955E-02  9.93648E-03  3.02728E-02  1.63281E-01   -2268.45318510932
         2061  1.65538E+00  1.60208E+00  7.59206E-01  2.22531E+00  6.11441E-02  1.88326E-01 -5.82138E-03  1.53876E-01  9.92288E-03 -1.12642E-02  1.94074E-01 -2.30570E-02  1.00551E-02  3.09939E-02  1.47046E-01   -2259.99352911789
         2062  1.58431E+00  1.56629E+00  7.12751E-01  2.31425E+00  6.50719E-02  2.11262E-01  1.12693E-02  1.45789E-01  5.04176E-02  1.03426E-02  1.87078E-01  2.10793E-02 -4.69835E-02  4.71966E-02  1.86962E-01   -2254.09140797204
         2063  1.63484E+00  1.58263E+00  7.95510E-01  2.30460E+00  6.63599E-02  1.59232E-01  8.81236E-03  1.40483E-01 -1.14481E-02 -3.73922E-03  2.02018E-01 -9.97755E-03 -4.06915E-02  3.39354E-02  1.78111E-01   -2246.63688583366
         2064  1.61031E+00  1.56816E+00  7.11207E-01  2.29172E+00  6.12658E-02  1.79283E-01  5.54184E-03  1.42387E-01 -3.88229E-02 -4.97846E-03  2.52633E-01 -6.97556E-02  1.09411E-02  6.98641E-02  1.81436E-01   -2332.50007385727
         2065  1.59853E+00  1.62259E+00  7.19856E-01  2.31501E+00  5.86568E-02  1.42043E-01 -1.41587E-02  1.39991E-01 -7.61618E-03 -2.20175E-03  2.16506E-01 -2.17000E-02  1.47170E-02  4.32398E-02  1.52903E-01   -2365.13642445610
         2066  1.72768E+00  1.51275E+00  7.64233E-01  2.27690E+00  5.70651E-02  1.27796E-01 -3.36412E-02  1.86791E-01  1.19135E-03  6.35992E-02  2.39659E-01 -2.82528E-02  5.57253E-02  1.35720E-02  1.82442E-01   -2338.02234404079
         2067  1.65095E+00  1.55736E+00  7.43023E-01  2.36967E+00  6.20971E-02  1.65967E-01  1.42566E-02  1.55659E-01 -3.07618E-02  2.98481E-02  1.59103E-01 -3.31762E-02  9.48388E-03  5.05987E-02  1.85402E-01   -2360.89097267010
         2068  1.66818E+00  1.49850E+00  7.14821E-01  2.24852E+00  6.24752E-02  1.50358E-01 -5.87067E-03  1.26512E-01 -2.03094E-02  2.10411E-02  1.15231E-01 -2.07605E-02  2.79580E-02  2.47115E-02  1.99040E-01   -2309.16972701838
         2069  1.59223E+00  1.54817E+00  7.15979E-01  2.36764E+00  6.50948E-02  1.55990E-01  1.48901E-03  1.32541E-01 -1.22142E-02 -5.22032E-03  1.41742E-01  7.71980E-03  3.62074E-02  5.87383E-03  1.65235E-01   -2349.09779086243
         2070  1.63537E+00  1.52467E+00  7.52452E-01  2.30369E+00  5.61735E-02  1.23949E-01 -2.23591E-02  1.16794E-01 -9.86692E-03 -3.38607E-03  1.25891E-01 -1.39837E-02  1.52225E-02  3.05637E-02  1.82686E-01   -2369.11324791944
         2071  1.65481E+00  1.52692E+00  7.16792E-01  2.29094E+00  5.41560E-02  1.61528E-01 -2.63905E-02  1.31570E-01 -1.43045E-02  1.92637E-02  1.50609E-01 -4.46373E-02  8.20584E-03 -1.66892E-02  1.71721E-01   -2358.98348967723
         2072  1.59314E+00  1.62595E+00  6.04112E-01  2.41742E+00  5.39298E-02  1.50007E-01 -1.22760E-02  1.03364E-01  1.74665E-02  1.94395E-02  1.87006E-01 -4.30241E-02  2.43293E-02 -2.87521E-03  1.67976E-01   -2361.26475421947
         2073  1.66684E+00  1.58797E+00  6.56612E-01  2.32554E+00  5.04489E-02  1.69131E-01  4.42386E-03  8.18757E-02  1.71878E-02  1.53715E-02  2.37376E-01 -9.14992E-03  3.01215E-02 -3.54963E-02  1.82586E-01   -2347.17934963940
         2074  1.65110E+00  1.56253E+00  6.87665E-01  2.40226E+00  4.87512E-02  1.45138E-01  8.46900E-03  8.29480E-02  6.25387E-02  4.26019E-02  2.60280E-01 -2.72488E-02  7.35502E-03  2.26078E-02  1.96518E-01   -2335.65295756975
         2075  1.62168E+00  1.59645E+00  7.16048E-01  2.44324E+00  5.68168E-02  2.01347E-01  1.40129E-03  8.21776E-02  2.52982E-02  1.92364E-03  1.66830E-01 -9.95966E-03 -9.11740E-03  5.35635E-02  1.81989E-01   -2317.03632054143
         2076  1.68149E+00  1.57247E+00  8.05062E-01  2.38064E+00  5.89928E-02  1.61622E-01 -1.68092E-03  6.76170E-02  9.26816E-03  6.54498E-03  2.56356E-01 -1.95883E-02  2.30693E-02  4.87831E-02  1.95214E-01   -2277.83960235058
         2077  1.62548E+00  1.58637E+00  7.67117E-01  2.31713E+00  6.19840E-02  1.94176E-01 -1.17716E-02  8.38489E-02 -4.02298E-02  2.68395E-02  2.75501E-01 -4.42285E-02  4.23855E-02  1.18664E-01  2.62971E-01   -2299.91605560874
         2078  1.75852E+00  1.52928E+00  7.68483E-01  2.41246E+00  6.04345E-02  1.74184E-01  1.20794E-02  8.73648E-02  1.47904E-02  1.14963E-02  2.19481E-01 -3.16655E-02  2.42492E-02  2.08383E-02  2.14128E-01   -2267.40952719806
         2079  1.70302E+00  1.57063E+00  8.11304E-01  2.35034E+00  6.06807E-02  1.61080E-01  1.89198E-02  1.01940E-01  4.31345E-03  9.60559E-04  2.55637E-01 -3.17097E-02  1.78955E-02  3.62369E-02  1.60206E-01   -2275.84603160182
         2080  1.66269E+00  1.63683E+00  7.03251E-01  2.37941E+00  5.76404E-02  1.56696E-01  1.86961E-03  1.13173E-01  6.17764E-02  2.81252E-02  3.12026E-01 -8.84456E-03 -9.79231E-03  7.23938E-02  1.63626E-01   -2264.73814391499
         2081  1.61042E+00  1.56567E+00  7.28361E-01  2.34754E+00  5.74963E-02  1.82759E-01 -4.40846E-02  1.57522E-01  2.83385E-02  2.31337E-02  2.12290E-01 -2.26343E-02  4.14044E-02  5.52478E-02  1.71342E-01   -2277.96891987407
         2082  1.60488E+00  1.57991E+00  7.52644E-01  2.38427E+00  5.80211E-02  1.75541E-01 -2.58899E-02  1.48469E-01  2.66968E-02  8.07841E-03  1.96827E-01 -2.09052E-02  1.17059E-02  5.19731E-02  1.76534E-01   -2353.49710874940
         2083  1.66432E+00  1.65799E+00  6.91026E-01  2.37428E+00  5.97631E-02  1.93018E-01 -2.88804E-02  1.74729E-01  1.12264E-03 -1.87876E-02  2.46294E-01 -3.68132E-02  4.19898E-02  6.17411E-02  2.00763E-01   -2309.67027120261
         2084  1.62423E+00  1.56499E+00  6.90531E-01  2.30998E+00  5.64402E-02  1.84430E-01  1.64353E-02  1.48006E-01  1.86531E-02 -1.19470E-02  2.49051E-01 -3.86946E-02 -8.84439E-03  2.95717E-02  1.53565E-01   -2296.35746576805
         2085  1.66072E+00  1.57864E+00  7.57181E-01  2.24160E+00  6.43389E-02  1.70703E-01 -2.15005E-02  1.52657E-01 -9.51840E-03 -2.56164E-02  2.06260E-01 -1.68900E-02  3.75459E-02 -2.93150E-02  1.53751E-01   -2330.29133468598
         2086  1.58783E+00  1.53416E+00  7.75617E-01  2.35879E+00  6.15261E-02  1.42884E-01 -1.65276E-02  1.33427E-01 -4.44540E-03 -1.50439E-02  1.76606E-01 -1.58289E-02  2.14429E-02  1.58881E-02  1.30436E-01   -2315.41098682508
         2087  1.57204E+00  1.50874E+00  6.95971E-01  2.30075E+00  5.56831E-02  1.68790E-01 -2.43697E-02  1.27120E-01 -1.79715E-02 -2.21576E-02  1.54734E-01 -1.40594E-02  2.16428E-02  2.40302E-02  2.12536E-01   -2299.18790198471
         2088  1.56129E+00  1.48691E+00  8.02344E-01  2.37914E+00  5.19487E-02  1.43625E-01 -2.40033E-02  1.34825E-01  2.69101E-02 -5.89146E-02  2.53469E-01  1.07958E-02 -1.20013E-02  6.73605E-02  1.61154E-01   -2241.30859408527
         2089  1.64871E+00  1.51771E+00  6.69905E-01  2.32591E+00  5.70188E-02  1.98669E-01 -2.49366E-02  1.29087E-01  4.15800E-02 -4.12132E-02  2.29637E-01  1.63747E-02  2.73313E-03  4.13658E-02  1.60389E-01   -2338.55842436709
         2090  1.65480E+00  1.56764E+00  8.27201E-01  2.35645E+00  5.98266E-02  1.89801E-01  3.78496E-04  1.24817E-01  3.05692E-02 -5.09584E-02  2.07994E-01  8.71017E-03  1.44701E-02  1.96627E-02  1.20619E-01   -2285.30589818567
         2091  1.51894E+00  1.56102E+00  7.67232E-01  2.31182E+00  6.70852E-02  1.74861E-01 -1.51581E-02  1.49660E-01  6.73407E-02 -1.56494E-02  2.80372E-01 -1.11425E-02  1.68093E-02  8.08226E-02  2.47338E-01   -2266.76716455010
         2092  1.67779E+00  1.53553E+00  6.89555E-01  2.31807E+00  6.37922E-02  1.47483E-01 -1.12855E-02  1.29723E-01  2.93633E-02 -5.47156E-03  1.76121E-01  3.14630E-03  9.92393E-03  7.54190E-02  2.06086E-01   -2326.94152561629
         2093  1.63613E+00  1.52587E+00  6.28388E-01  2.30350E+00  5.82745E-02  1.66928E-01 -1.33325E-03  1.41578E-01  6.45990E-02 -5.29865E-02  1.81951E-01  1.11608E-02  2.84515E-02  3.03583E-02  2.10126E-01   -2289.48450030024
         2094  1.61253E+00  1.56197E+00  6.48510E-01  2.29393E+00  5.60135E-02  1.66772E-01 -1.58740E-02  1.57292E-01  4.36936E-02 -7.59892E-02  2.28154E-01  3.43294E-03 -1.27834E-02  4.58241E-02  1.62506E-01   -2309.91889909368
         2095  1.69576E+00  1.51946E+00  6.68326E-01  2.39377E+00  5.90933E-02  2.45417E-01 -1.63358E-02  1.52503E-01  1.79799E-02 -6.76901E-02  2.87457E-01 -2.71520E-03 -1.24967E-02  4.71733E-02  1.88089E-01   -2231.43212100044
         2096  1.64758E+00  1.54332E+00  7.59701E-01  2.38175E+00  6.12824E-02  2.15807E-01  1.15044E-02  1.14810E-01  6.37022E-02 -1.63827E-02  2.53342E-01  3.27711E-02  5.63420E-03  6.72538E-02  1.79379E-01   -2318.87479467815
         2097  1.54625E+00  1.55859E+00  7.00008E-01  2.33397E+00  4.78710E-02  1.55839E-01 -9.56483E-03  1.23397E-01 -1.66901E-03  2.58393E-02  2.01282E-01  1.67336E-02 -2.81133E-02  1.92446E-03  1.56281E-01   -2368.63689071996
         2098  1.63725E+00  1.51232E+00  6.73494E-01  2.38747E+00  5.43847E-02  2.45302E-01  1.58546E-02  1.00933E-01  1.87022E-02 -3.04348E-02  2.34821E-01 -2.49085E-02 -5.99398E-03  1.46622E-02  1.70840E-01   -2316.31468232606
         2099  1.64470E+00  1.58309E+00  6.09755E-01  2.36837E+00  5.97218E-02  1.62872E-01 -3.08696E-02  1.13233E-01  7.23324E-03 -1.69664E-02  2.28457E-01 -2.99994E-02  1.85930E-02  1.11480E-02  1.48463E-01   -2318.55318362509
         2100  1.66293E+00  1.58342E+00  6.97565E-01  2.35647E+00  6.81566E-02  1.60108E-01 -3.60455E-02  1.58574E-01  9.06381E-03 -7.51286E-03  1.80050E-01 -3.96359E-02  8.18951E-03  2.53770E-02  1.45615E-01   -2281.70359411955
         2101  1.62701E+00  1.56367E+00  7.58529E-01  2.31874E+00  6.31636E-02  1.71501E-01 -6.29019E-02  1.93999E-01  4.38061E-02 -8.37854E-02  1.97627E-01 -7.77104E-03  1.12224E-02  2.21554E-02  1.28033E-01   -2292.41007427086
         2102  1.61223E+00  1.52784E+00  7.44169E-01  2.36857E+00  6.36735E-02  1.60886E-01 -1.23816E-02  1.63666E-01  8.54372E-03 -5.76914E-02  1.51892E-01  6.64856E-03 -3.23389E-03 -1.08529E-03  1.72925E-01   -2321.27710136663
         2103  1.63475E+00  1.56831E+00  7.01678E-01  2.37146E+00  5.84001E-02  1.95474E-01 -2.46617E-02  1.42154E-01  4.34498E-03 -6.14587E-02  1.22598E-01 -3.50058E-03 -1.02532E-02  3.69904E-03  1.35505E-01   -2257.38956889919
         2104  1.58216E+00  1.58636E+00  7.17729E-01  2.30592E+00  6.39170E-02  1.68989E-01 -3.73395E-02  1.53949E-01  2.66793E-02 -9.13842E-02  2.06333E-01  4.38538E-03 -2.65294E-02  5.61049E-02  1.67809E-01   -2297.30741180617
         2105  1.68419E+00  1.58437E+00  7.58450E-01  2.33893E+00  6.29404E-02  1.32366E-01 -3.09877E-02  1.62949E-01 -7.31343E-03 -9.52611E-02  1.98641E-01 -1.63523E-02  4.63973E-03  4.49461E-02  1.50724E-01   -2334.55242428863
         2106  1.68681E+00  1.63730E+00  6.26015E-01  2.27755E+00  6.50254E-02  1.67235E-01 -4.73397E-02  1.28826E-01 -1.86422E-03 -2.90883E-02  1.34811E-01 -1.29557E-02 -1.38177E-02  3.21768E-02  1.51501E-01   -2306.32322025729
         2107  1.60722E+00  1.61577E+00  6.53678E-01  2.29458E+00  6.72971E-02  1.60940E-01 -2.14741E-02  9.97528E-02  5.17829E-03 -2.28516E-02  1.37929E-01 -2.22743E-02 -9.79450E-03  1.10950E-02  1.60581E-01   -2306.52011444957
         2108  1.62684E+00  1.62716E+00  6.86253E-01  2.27632E+00  7.30039E-02  1.76924E-01 -2.95710E-02  1.51099E-01 -1.50602E-02 -4.22408E-02  1.91885E-01 -2.16412E-02  2.47437E-03  5.92855E-03  1.67100E-01   -2300.71766860777
         2109  1.63584E+00  1.67694E+00  6.02201E-01  2.28420E+00  7.29686E-02  1.64012E-01 -2.74248E-02  1.20632E-01 -1.75106E-02 -3.76166E-02  1.71826E-01 -6.47595E-02 -2.16380E-02  4.82753E-02  1.87430E-01   -2283.90485243413
         2110  1.60318E+00  1.61582E+00  6.36703E-01  2.29505E+00  7.44653E-02  1.37198E-01 -4.57773E-02  1.37570E-01  1.65297E-02 -3.77128E-02  1.74926E-01 -3.58731E-02  2.42519E-02 -3.40540E-04  1.08326E-01   -2255.72877503681
         2111  1.65621E+00  1.54513E+00  7.31213E-01  2.29329E+00  7.78025E-02  1.46401E-01 -1.23485E-02  8.95925E-02 -6.58036E-03 -1.21523E-02  1.54929E-01 -3.50782E-02  1.50145E-04 -4.01348E-03  1.47796E-01   -2263.18805025705
         2112  1.64151E+00  1.58597E+00  7.96682E-01  2.38977E+00  6.58400E-02  1.36501E-01 -1.25770E-02  1.29968E-01 -2.14099E-02 -2.00447E-02  1.52262E-01 -3.93906E-02  2.48946E-02  4.29412E-03  1.52742E-01   -2287.21740877025
         2113  1.69155E+00  1.62483E+00  7.22897E-01  2.35777E+00  7.51213E-02  1.44021E-01 -2.98775E-02  1.30962E-01  5.82834E-03 -2.52131E-02  1.57925E-01 -1.34687E-02  1.51194E-02  7.80905E-03  1.46906E-01   -2195.12294291089
         2114  1.62091E+00  1.60622E+00  7.29899E-01  2.37735E+00  6.49432E-02  1.75785E-01 -2.94876E-02  1.49339E-01  1.44907E-02 -3.58527E-02  2.35101E-01 -3.14772E-02  3.06305E-02  1.12889E-02  1.53056E-01   -2279.12844449642
         2115  1.69658E+00  1.64098E+00  7.57867E-01  2.45338E+00  6.41145E-02  1.26891E-01 -4.66625E-03  1.32547E-01 -6.68423E-03 -2.77805E-02  2.15916E-01 -1.45054E-02  1.14122E-02  2.02743E-02  1.61306E-01   -2312.64940266028
         2116  1.66231E+00  1.52396E+00  8.38894E-01  2.44508E+00  5.93647E-02  1.48128E-01 -2.64124E-03  9.90128E-02  3.68818E-02 -1.16369E-02  2.13387E-01 -3.70409E-02  2.52420E-02  2.27564E-02  1.54407E-01   -2301.23826105199
         2117  1.69375E+00  1.59601E+00  9.06529E-01  2.47943E+00  6.54248E-02  1.76034E-01  2.73926E-02  8.76403E-02  5.11868E-03  1.05992E-02  1.93347E-01  1.49108E-03  1.31994E-04  1.58862E-02  1.50852E-01   -2308.33206237670
         2118  1.63021E+00  1.56213E+00  8.89472E-01  2.42263E+00  5.74814E-02  2.22425E-01  6.05129E-02  1.06728E-01  2.94815E-03  1.00837E-02  2.25747E-01  4.82193E-03  1.98970E-03  7.81779E-02  1.59327E-01   -2295.34855779474
         2119  1.63867E+00  1.52697E+00  8.38710E-01  2.34152E+00  6.09339E-02  1.88585E-01  3.37177E-02  9.59109E-02  1.01012E-02  3.04114E-02  2.38053E-01 -3.00082E-02  3.59253E-03  5.49454E-02  1.33957E-01   -2267.41507986858
         2120  1.57523E+00  1.51335E+00  8.79757E-01  2.34479E+00  6.46760E-02  1.30790E-01  7.24682E-03  1.02191E-01 -2.17664E-02  3.12448E-02  2.55502E-01 -3.37323E-02  2.44178E-03  2.81884E-02  1.27210E-01   -2281.07190386503
         2121  1.67643E+00  1.46651E+00  8.74227E-01  2.37238E+00  6.23970E-02  1.68641E-01 -2.02858E-03  1.01349E-01  1.50024E-02  2.15159E-02  2.03270E-01 -3.31070E-02  4.82220E-02  1.65869E-02  1.37075E-01   -2221.84314740845
         2122  1.65591E+00  1.49036E+00  7.93320E-01  2.32349E+00  5.83459E-02  1.83420E-01 -1.37154E-02  1.21840E-01  3.88863E-02  1.09554E-02  2.43936E-01 -1.13796E-02  1.53847E-02  2.37406E-02  1.12315E-01   -2327.58890289210
         2123  1.55975E+00  1.53316E+00  7.26541E-01  2.33508E+00  5.96606E-02  1.54292E-01 -2.00882E-03  1.50581E-01  2.19571E-02 -1.01989E-02  2.00026E-01 -9.45539E-03  2.36103E-02  3.66679E-02  1.16904E-01   -2323.93287677732
         2124  1.58298E+00  1.52734E+00  6.57315E-01  2.34736E+00  5.20308E-02  1.56027E-01 -4.95587E-03  1.35415E-01  3.08007E-02 -2.26732E-02  1.87283E-01 -3.99674E-02 -9.84306E-03  2.03712E-02  1.46900E-01   -2369.28943784478
         2125  1.60371E+00  1.55585E+00  6.77450E-01  2.28154E+00  5.35186E-02  1.72155E-01  6.62787E-03  1.34996E-01  2.33011E-02 -3.76230E-02  2.23034E-01 -2.14303E-02 -3.00994E-02  4.88472E-02  1.32384E-01   -2360.89986921280
         2126  1.64581E+00  1.56774E+00  7.39465E-01  2.34649E+00  5.85849E-02  1.78682E-01 -1.67035E-02  1.42156E-01 -3.38322E-03  1.05618E-03  1.76971E-01 -1.25427E-02  1.32980E-02  5.58249E-02  1.15418E-01   -2364.77081077401
         2127  1.61845E+00  1.55753E+00  6.75095E-01  2.29425E+00  5.19640E-02  2.03921E-01 -2.36073E-02  1.38124E-01 -1.81647E-02 -1.46755E-02  2.11540E-01 -3.75907E-02  2.88875E-02  2.28484E-02  1.09901E-01   -2359.96646045048
         2128  1.59511E+00  1.56897E+00  6.52028E-01  2.31357E+00  5.52247E-02  2.20470E-01 -5.00563E-02  1.43630E-01 -3.56702E-02 -1.40274E-02  1.69903E-01 -4.85218E-02  7.53726E-03  1.08176E-02  1.16232E-01   -2337.70527311388
         2129  1.68834E+00  1.51615E+00  6.98626E-01  2.30101E+00  5.88510E-02  1.69451E-01 -2.89454E-02  1.61080E-01 -6.53668E-03 -6.12424E-02  2.01364E-01 -5.01749E-02 -8.55884E-03  1.67324E-02  1.22569E-01   -2357.74541846611
         2130  1.53555E+00  1.54659E+00  7.32130E-01  2.32299E+00  5.25183E-02  1.71385E-01 -2.24921E-02  1.52709E-01  1.01642E-02 -5.27865E-02  1.72265E-01 -2.13609E-02 -1.28760E-02  2.64475E-02  1.48678E-01   -2357.87606878695
         2131  1.59418E+00  1.54036E+00  7.54279E-01  2.31792E+00  5.92434E-02  1.56092E-01 -1.28469E-02  1.36842E-01 -7.61964E-05 -2.59153E-02  2.39838E-01 -2.28180E-02 -4.27363E-02  6.28022E-02  1.53679E-01   -2331.35815157928
         2132  1.58103E+00  1.56354E+00  7.69164E-01  2.36281E+00  6.12887E-02  2.02667E-01 -4.75310E-02  1.68084E-01  1.29570E-02 -8.44282E-03  1.80585E-01  3.34187E-03 -3.51098E-02  6.61737E-02  1.53181E-01   -2311.55700803866
         2133  1.65822E+00  1.60333E+00  8.57341E-01  2.39196E+00  6.50324E-02  1.67029E-01 -1.28907E-02  1.12446E-01 -9.08564E-03  2.05397E-02  1.81258E-01 -2.70781E-02 -2.15372E-02  4.77177E-02  1.57010E-01   -2282.45543778698
         2134  1.58479E+00  1.60634E+00  8.05143E-01  2.36930E+00  5.85504E-02  2.06091E-01 -1.87580E-03  1.38911E-01  2.05753E-02 -2.76881E-03  2.46334E-01 -4.57879E-02 -1.63867E-02  2.91959E-02  1.69825E-01   -2268.44435421994
         2135  1.63107E+00  1.55110E+00  8.15260E-01  2.41145E+00  5.62890E-02  1.92363E-01  9.39767E-03  1.83860E-01  1.00184E-02  3.40524E-02  2.43474E-01 -1.75843E-02  2.21908E-02  1.66576E-02  1.82802E-01   -2242.43982337680
         2136  1.65941E+00  1.61488E+00  7.96891E-01  2.38629E+00  6.24131E-02  1.30584E-01 -2.58496E-02  1.57077E-01 -7.89545E-03  3.75923E-02  2.21361E-01 -2.02401E-02  2.41312E-02  5.31992E-02  1.64407E-01   -2292.97422279080
         2137  1.68289E+00  1.55413E+00  8.07366E-01  2.33342E+00  6.16740E-02  1.23772E-01 -1.40229E-02  1.74922E-01 -2.58969E-02 -1.04208E-03  1.99903E-01 -2.09538E-02  2.91955E-02  3.08615E-02  1.38234E-01   -2270.67674408006
         2138  1.63893E+00  1.64355E+00  7.63447E-01  2.34911E+00  5.62551E-02  1.46163E-01 -2.57124E-02  1.76545E-01 -1.08866E-02  4.81400E-02  2.64196E-01 -1.99022E-02  1.93854E-02  3.19874E-03  1.47543E-01   -2267.29719167864
         2139  1.65151E+00  1.55636E+00  7.33281E-01  2.33115E+00  5.68522E-02  2.06302E-01  2.56022E-02  1.97908E-01  9.50990E-02  9.55541E-02  3.03578E-01 -1.47691E-02  4.57084E-02  1.08895E-02  1.65126E-01   -2324.57204250049
         2140  1.60631E+00  1.56428E+00  6.59215E-01  2.36345E+00  5.65655E-02  1.98751E-01  8.82892E-03  1.59634E-01  4.01611E-02  5.78913E-02  2.77611E-01 -1.24240E-02  6.05452E-02  5.17424E-02  1.33889E-01   -2280.73780879091
         2141  1.64021E+00  1.56947E+00  7.40845E-01  2.38308E+00  6.08369E-02  1.62026E-01 -5.83056E-03  1.51435E-01  1.98681E-02  3.88771E-02  2.87672E-01 -2.63452E-02  2.08126E-02  2.34651E-02  1.31760E-01   -2217.05251242952
         2142  1.58658E+00  1.56789E+00  7.86576E-01  2.44244E+00  5.93429E-02  1.90771E-01  1.64132E-02  2.06135E-01 -4.79309E-03  4.54668E-02  3.43993E-01 -3.22309E-02  2.38755E-02  7.87904E-02  2.12573E-01   -2248.66534601406
         2143  1.62131E+00  1.56590E+00  6.78012E-01  2.41569E+00  6.22819E-02  1.64378E-01  1.11909E-02  1.37925E-01  1.55494E-02  6.55764E-03  3.45551E-01 -1.15974E-02  2.89793E-02  1.36202E-01  2.39631E-01   -2267.79348598709
         2144  1.66664E+00  1.58776E+00  8.30922E-01  2.37167E+00  5.62937E-02  1.70691E-01 -2.33202E-02  1.19986E-01  9.74115E-03 -3.64828E-03  2.77636E-01 -5.54133E-03  1.43319E-02  8.20771E-02  1.56446E-01   -2351.60522486323
         2145  1.63967E+00  1.53917E+00  7.09217E-01  2.29963E+00  5.15774E-02  1.76049E-01 -3.05321E-02  1.24522E-01  1.53941E-02  1.09083E-02  1.37323E-01 -1.74605E-02  1.55899E-02  1.04344E-02  1.18778E-01   -2332.13672548911
         2146  1.72169E+00  1.57906E+00  7.17010E-01  2.32768E+00  6.06237E-02  1.57480E-01 -7.07368E-03  1.30175E-01 -2.84759E-03  1.51115E-02  1.58188E-01 -2.72150E-02 -1.05532E-02  3.71137E-02  1.77879E-01   -2311.90839880261
         2147  1.63082E+00  1.61867E+00  7.33105E-01  2.36207E+00  5.78671E-02  1.58834E-01  7.89864E-03  1.42196E-01  3.64539E-03 -1.38563E-02  2.17991E-01 -3.12791E-02 -1.88404E-02  6.76175E-02  1.92508E-01   -2305.48410566890
         2148  1.64173E+00  1.50437E+00  7.80952E-01  2.24262E+00  5.62848E-02  1.57480E-01  3.55518E-02  1.44318E-01 -3.17799E-03 -1.40360E-02  1.61871E-01 -4.18334E-02  4.93037E-04  9.54660E-03  1.67400E-01   -2311.88510631932
         2149  1.61883E+00  1.46423E+00  7.28902E-01  2.34358E+00  5.44631E-02  1.67449E-01  1.78914E-02  1.40102E-01 -2.15583E-02  9.67231E-03  1.23211E-01 -3.65565E-02  2.57345E-03  1.29305E-03  1.79094E-01   -2388.60380714572
         2150  1.64222E+00  1.57704E+00  7.88928E-01  2.35388E+00  5.54096E-02  1.54310E-01  2.73434E-02  1.82198E-01 -2.14762E-04  2.62848E-02  1.26600E-01 -2.55828E-02 -1.45476E-02  1.48676E-02  1.36184E-01   -2328.79718516818
         2151  1.63745E+00  1.54640E+00  7.77137E-01  2.37013E+00  5.95220E-02  2.21979E-01 -1.12524E-02  2.01577E-01  1.15863E-02 -5.29880E-03  1.57495E-01 -1.60981E-02 -1.06703E-02 -1.07786E-02  1.62769E-01   -2269.31428261013
         2152  1.68731E+00  1.54560E+00  7.46115E-01  2.35451E+00  6.72463E-02  1.98875E-01  2.59594E-02  1.53253E-01  2.56588E-02  1.13587E-05  1.74994E-01 -4.00505E-02 -1.05551E-02 -4.68076E-03  1.41633E-01   -2285.16122743536
         2153  1.63001E+00  1.56688E+00  7.68178E-01  2.37674E+00  6.67549E-02  1.81780E-01  2.14506E-02  1.62411E-01  1.65208E-02  2.40588E-03  1.68415E-01  1.40412E-02 -1.49890E-02  2.23923E-02  1.75755E-01   -2299.49789064177
         2154  1.59298E+00  1.51929E+00  7.62994E-01  2.22476E+00  6.71643E-02  1.85256E-01  4.08159E-02  1.56919E-01 -3.59975E-05 -1.94109E-03  1.22154E-01 -3.33321E-02  9.90175E-03  4.19635E-02  1.89583E-01   -2258.49438526860
