TABLE NO.     4: MCMC Bayesian Analysis: Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION: Problem=1 Subproblem=0 Superproblem1=0 Iteration1=0 Superproblem2=0 Iteration2=0
 ITERATION    THETA1       THETA2       THETA3       THETA4       SIGMA(1,1)   OMEGA(1,1)   OMEGA(2,1)   OMEGA(2,2)   OMEGA(3,1)   OMEGA(3,2)   OMEGA(3,3)   OMEGA(4,1)   OMEGA(4,2)   OMEGA(4,3)   OMEGA(4,4)   MCMCOBJ
         8631  1.56700E+00  1.56939E+00  7.34530E-01  2.27237E+00  5.52841E-02  1.76856E-01 -2.65065E-02  1.25819E-01 -1.34354E-02 -1.27298E-03  1.59697E-01  2.07280E-02 -1.48757E-02  6.59407E-02  2.25894E-01   -2328.44836009283
         8632  1.63088E+00  1.54740E+00  7.82449E-01  2.34716E+00  6.16652E-02  1.53022E-01 -1.43188E-02  1.30483E-01  1.48724E-02  8.91353E-03  1.87411E-01 -6.47543E-03  4.71729E-03  8.57920E-02  2.14451E-01   -2300.45964352232
         8633  1.58210E+00  1.54831E+00  7.57219E-01  2.33798E+00  5.87755E-02  1.82776E-01  2.85013E-02  1.32191E-01  2.65955E-02  1.34715E-02  1.61189E-01  2.66033E-02 -7.50117E-03  4.31347E-02  1.92517E-01   -2318.62155187528
         8634  1.63151E+00  1.58497E+00  7.28431E-01  2.34510E+00  6.19121E-02  1.45544E-01 -1.42743E-02  1.19895E-01  9.32897E-03  3.93712E-03  1.64152E-01 -1.39050E-02 -8.65314E-03  6.92080E-02  2.31357E-01   -2288.57130610366
         8635  1.59108E+00  1.59760E+00  6.92008E-01  2.32305E+00  7.11739E-02  1.44164E-01 -2.46530E-02  1.16098E-01  1.35023E-02 -1.65730E-03  1.51000E-01 -9.94879E-03  9.82122E-03  5.18192E-02  1.82450E-01   -2283.66776040692
         8636  1.65067E+00  1.62683E+00  6.42112E-01  2.36544E+00  6.26394E-02  1.60784E-01 -2.57136E-02  1.47823E-01  1.89507E-02 -1.71061E-02  1.58782E-01 -5.59639E-03  3.69187E-03  6.33964E-02  2.13529E-01   -2325.80646005929
         8637  1.63844E+00  1.60218E+00  6.45204E-01  2.34983E+00  6.08388E-02  1.56172E-01  1.74014E-03  1.29037E-01 -3.65958E-03 -9.59238E-03  1.23523E-01 -2.48369E-02  3.58422E-03  4.55232E-02  1.99812E-01   -2333.11423116728
         8638  1.67993E+00  1.52259E+00  6.06654E-01  2.31384E+00  5.63124E-02  1.67401E-01 -8.03103E-03  1.42063E-01 -7.29929E-03 -6.31407E-03  1.36203E-01 -4.58799E-02  3.52519E-02  5.51892E-02  2.43209E-01   -2334.02669731758
         8639  1.65948E+00  1.49254E+00  6.65167E-01  2.29350E+00  5.90181E-02  1.55829E-01 -1.72587E-02  1.61323E-01 -2.49555E-02 -2.36753E-02  1.31791E-01 -6.53266E-02  2.12968E-02  6.12562E-02  1.97961E-01   -2362.03449792312
         8640  1.63452E+00  1.47696E+00  6.68108E-01  2.31767E+00  5.82716E-02  1.48400E-01 -4.47430E-02  1.46557E-01  1.40884E-02 -5.11769E-02  1.43109E-01 -2.11946E-02 -1.57227E-02  1.28989E-02  1.50505E-01   -2331.21056112532
         8641  1.63563E+00  1.59925E+00  6.38656E-01  2.24609E+00  5.92682E-02  1.40409E-01 -4.11739E-02  1.36209E-01  2.17877E-03 -4.99558E-02  1.07598E-01 -2.71617E-02 -1.29872E-02  7.29862E-03  1.93793E-01   -2229.76106033704
         8642  1.50760E+00  1.61296E+00  6.11172E-01  2.28990E+00  6.51497E-02  1.35290E-01 -4.61555E-02  1.36776E-01  7.59697E-03 -5.24316E-02  1.46277E-01 -3.06594E-02 -3.47986E-03  3.79248E-03  1.78291E-01   -2255.87534896889
         8643  1.59554E+00  1.56065E+00  6.10931E-01  2.27490E+00  6.71684E-02  1.38396E-01 -5.39764E-02  1.53669E-01  1.02454E-03 -7.88713E-02  1.78438E-01 -3.06054E-03 -1.08324E-02 -1.05113E-02  1.86689E-01   -2275.02176000192
         8644  1.59490E+00  1.53288E+00  6.18917E-01  2.33761E+00  6.50569E-02  1.37133E-01 -3.76587E-02  1.31111E-01  2.23341E-03 -5.79319E-02  1.34431E-01 -4.15538E-03 -1.66039E-03  5.89031E-04  2.05933E-01   -2247.88909643098
         8645  1.65645E+00  1.56602E+00  6.04383E-01  2.36371E+00  6.78498E-02  1.41409E-01 -2.35675E-02  1.48006E-01  1.45608E-02 -6.41299E-02  1.94707E-01 -2.64201E-02 -1.58442E-02  1.42913E-02  1.67262E-01   -2292.28405143314
         8646  1.55921E+00  1.52457E+00  6.30112E-01  2.37921E+00  5.08140E-02  1.52522E-01 -5.17080E-02  1.61279E-01  5.63779E-02 -1.09700E-01  2.14303E-01 -2.54295E-02  6.51714E-03  6.68697E-04  1.82600E-01   -2327.80433208109
         8647  1.61400E+00  1.53591E+00  6.22492E-01  2.34085E+00  5.55116E-02  1.88168E-01 -5.86459E-02  1.65293E-01  2.34436E-02 -7.56855E-02  1.58773E-01 -3.29484E-02 -5.20373E-02  4.69279E-02  2.12910E-01   -2293.36188855666
         8648  1.64294E+00  1.55340E+00  6.82810E-01  2.27359E+00  6.61355E-02  1.78823E-01 -4.71059E-02  1.75894E-01  3.72146E-02 -1.03744E-01  2.06757E-01 -1.12391E-02 -3.62447E-02  3.83840E-02  1.82207E-01   -2274.97353598602
         8649  1.65456E+00  1.46881E+00  6.77762E-01  2.35064E+00  5.54763E-02  1.65569E-01 -5.22057E-02  2.01911E-01  3.50302E-02 -8.38059E-02  1.80966E-01 -4.77898E-03 -4.21793E-02  3.56078E-02  1.68307E-01   -2370.46801028083
         8650  1.62917E+00  1.55602E+00  6.92476E-01  2.29080E+00  5.65652E-02  1.51026E-01 -6.70107E-03  1.32860E-01  2.15263E-02 -4.74195E-02  2.15023E-01 -9.38728E-03  6.17408E-03  5.46283E-02  1.61760E-01   -2317.98844963272
         8651  1.59700E+00  1.58642E+00  5.82120E-01  2.23151E+00  5.84412E-02  1.51142E-01  1.34112E-02  1.74118E-01 -1.13947E-02 -4.94041E-02  2.38124E-01 -2.16920E-02 -3.35241E-02  8.14802E-02  2.03387E-01   -2261.49297542968
         8652  1.65314E+00  1.62655E+00  6.42678E-01  2.30432E+00  6.04129E-02  1.52713E-01 -8.87349E-03  1.54321E-01 -1.85890E-02 -1.87376E-02  2.00387E-01 -5.37813E-02  2.76702E-03  4.91624E-02  1.84070E-01   -2280.56737452153
         8653  1.58916E+00  1.64843E+00  6.94419E-01  2.37060E+00  6.13563E-02  2.02220E-01 -1.86112E-02  1.49866E-01 -9.81186E-04 -2.59746E-02  2.15747E-01 -6.14904E-02 -4.83016E-03  5.81265E-02  1.62411E-01   -2324.19501458835
         8654  1.58953E+00  1.54822E+00  7.65484E-01  2.41784E+00  5.37407E-02  1.59835E-01  2.22417E-02  1.37859E-01  3.38204E-02  1.42301E-02  2.68304E-01 -1.32375E-02 -3.35744E-02  3.45278E-02  1.30599E-01   -2296.18694107855
         8655  1.63040E+00  1.60611E+00  7.73148E-01  2.33105E+00  5.39926E-02  2.53677E-01 -4.43030E-03  1.16055E-01  8.42227E-02  1.93019E-02  2.86997E-01  2.84132E-02 -1.98992E-02  9.35692E-02  1.92299E-01   -2314.21570701089
         8656  1.72314E+00  1.53687E+00  7.93936E-01  2.33853E+00  5.12223E-02  1.77015E-01 -3.08192E-02  1.54988E-01  5.56331E-02  1.39021E-02  2.53212E-01 -3.01796E-02 -4.42185E-03  3.09275E-02  1.97940E-01   -2329.73711037149
         8657  1.64968E+00  1.59252E+00  7.22866E-01  2.28246E+00  5.14392E-02  1.40563E-01 -2.78539E-02  1.38877E-01  4.49065E-02  4.27652E-03  2.85810E-01  4.39288E-03  1.42078E-02  9.55165E-02  1.92847E-01   -2339.92525447959
         8658  1.71658E+00  1.47394E+00  7.93238E-01  2.37494E+00  5.34653E-02  1.92927E-01 -7.56848E-02  1.51913E-01  2.27920E-02  1.15404E-02  2.91208E-01  7.01701E-03  2.10819E-02  6.19635E-02  2.16384E-01   -2307.80590486331
         8659  1.57240E+00  1.53475E+00  7.17708E-01  2.44213E+00  5.38428E-02  2.36764E-01 -1.03636E-02  1.21968E-01  9.18386E-02  2.00198E-02  2.54007E-01  2.28083E-02  1.70893E-02  3.03371E-02  1.74449E-01   -2327.80304411992
         8660  1.68773E+00  1.62703E+00  8.75610E-01  2.37373E+00  5.54768E-02  2.75152E-01 -3.51519E-02  1.22490E-01  6.44376E-02  2.40568E-02  1.76575E-01  3.48512E-02  2.98856E-02  4.32966E-02  1.63876E-01   -2257.58022004993
         8661  1.64241E+00  1.57201E+00  8.25912E-01  2.35693E+00  6.15446E-02  1.79983E-01  5.22360E-03  1.30922E-01  3.29217E-02  3.98822E-02  2.07984E-01 -1.70631E-03  3.58528E-02  4.02886E-02  1.58397E-01   -2303.18727776203
         8662  1.64866E+00  1.56415E+00  7.82015E-01  2.36855E+00  5.71316E-02  1.76142E-01  4.72386E-03  1.33425E-01  4.47293E-02  6.72855E-03  2.46314E-01 -2.25656E-02  2.07356E-02  3.06789E-02  1.67530E-01   -2350.04336329594
         8663  1.64010E+00  1.55907E+00  8.11156E-01  2.35983E+00  6.07552E-02  1.93458E-01  3.92379E-03  1.56822E-01  2.89369E-02  3.97820E-02  2.00869E-01  1.32408E-02  2.65130E-02  5.12338E-02  1.45901E-01   -2235.60343268980
         8664  1.69914E+00  1.57653E+00  8.07815E-01  2.35206E+00  5.90837E-02  1.63896E-01 -1.32968E-02  1.51074E-01  2.28031E-02  1.18029E-02  2.83534E-01 -6.86966E-03  1.03167E-02  6.90682E-02  1.88059E-01   -2268.14376004194
         8665  1.60616E+00  1.46523E+00  7.06787E-01  2.27097E+00  4.99260E-02  2.06864E-01 -1.74763E-02  1.42465E-01 -8.76295E-03 -1.96640E-03  2.25029E-01 -1.56933E-02 -3.83084E-03  5.23189E-02  1.71728E-01   -2333.92916459734
         8666  1.57797E+00  1.47796E+00  6.75220E-01  2.32338E+00  4.62584E-02  1.93097E-01 -2.41829E-03  1.73815E-01  1.02812E-02 -2.13466E-02  2.38716E-01 -3.96580E-02  7.20240E-03 -5.70601E-03  1.36160E-01   -2387.74677186750
         8667  1.55807E+00  1.53571E+00  7.05863E-01  2.38686E+00  4.91685E-02  1.53020E-01 -2.48698E-02  1.90873E-01  1.26900E-02 -2.83477E-02  1.84228E-01 -3.16321E-02  3.23592E-02  4.73288E-03  1.11986E-01   -2342.41283917440
         8668  1.68866E+00  1.43678E+00  7.87709E-01  2.33059E+00  5.30949E-02  1.72396E-01 -4.47314E-02  2.14942E-01  1.09244E-02 -2.26582E-02  1.81555E-01 -4.60284E-02  2.84051E-02  2.33572E-02  1.24589E-01   -2350.54905831037
         8669  1.61831E+00  1.48206E+00  7.50880E-01  2.35576E+00  5.26587E-02  1.77449E-01 -4.18985E-02  1.77852E-01  1.33917E-02 -5.13235E-02  2.06500E-01 -5.20882E-03 -7.67996E-03  1.33517E-03  9.93133E-02   -2348.40439610033
         8670  1.63927E+00  1.55288E+00  7.62630E-01  2.36090E+00  6.11446E-02  1.69222E-01 -1.37747E-02  1.45083E-01  2.26118E-02 -1.21483E-02  2.10878E-01 -2.39026E-02  1.76678E-02  1.89356E-02  1.46547E-01   -2285.32685896902
         8671  1.71261E+00  1.57623E+00  8.11480E-01  2.33617E+00  5.71441E-02  1.38704E-01 -7.32873E-03  1.60103E-01 -1.62798E-02 -2.58055E-02  1.95112E-01 -1.58744E-02  5.39845E-04  2.80692E-02  1.46160E-01   -2292.61218643155
         8672  1.65557E+00  1.57514E+00  7.49320E-01  2.32535E+00  6.34328E-02  1.61829E-01 -2.83032E-02  1.28718E-01  1.10408E-04 -4.89808E-02  2.40349E-01 -1.18036E-02 -7.76985E-03  1.87005E-02  1.49041E-01   -2327.83760126038
         8673  1.52310E+00  1.58264E+00  7.26948E-01  2.33350E+00  5.98595E-02  1.53783E-01 -5.36105E-02  1.57432E-01 -2.69805E-03 -1.59618E-02  2.18054E-01 -2.81408E-02 -2.71537E-03  2.90618E-02  1.37666E-01   -2344.13410217671
         8674  1.66408E+00  1.54591E+00  7.92810E-01  2.38122E+00  5.21843E-02  1.27788E-01 -2.42602E-02  1.43998E-01 -2.62130E-02 -2.69680E-02  2.54602E-01 -3.13118E-02 -1.20455E-02  3.67262E-02  1.48926E-01   -2326.31899509326
         8675  1.59757E+00  1.56103E+00  7.67099E-01  2.31826E+00  5.29807E-02  1.57718E-01 -4.68196E-02  1.60760E-01 -2.44406E-02  2.50490E-02  3.15448E-01 -4.60455E-02  4.23784E-02  6.14499E-02  2.21816E-01   -2250.91690211297
         8676  1.57397E+00  1.51530E+00  7.09473E-01  2.29393E+00  6.03289E-02  1.42884E-01 -1.14826E-03  1.88845E-01 -1.34785E-02  3.95726E-02  2.89678E-01 -3.11827E-02  3.24291E-02  1.03147E-01  2.22942E-01   -2238.30009186926
         8677  1.63383E+00  1.57276E+00  7.86844E-01  2.36422E+00  5.21978E-02  2.14535E-01 -2.14286E-02  1.36448E-01 -1.51780E-02  2.83324E-02  2.59701E-01 -2.70281E-02  3.30249E-02  5.57091E-02  2.00759E-01   -2338.78049898305
         8678  1.59413E+00  1.59380E+00  7.30928E-01  2.36292E+00  5.62460E-02  1.93069E-01 -2.53271E-02  1.29894E-01  3.10194E-02  2.41454E-02  2.32263E-01 -1.31531E-02  3.18997E-02 -5.64222E-03  2.04325E-01   -2307.79435273889
         8679  1.62735E+00  1.54325E+00  7.16730E-01  2.33079E+00  4.83289E-02  2.39640E-01 -2.90429E-02  1.49223E-01  6.83700E-02 -6.82721E-03  2.16239E-01 -1.16861E-02  5.23285E-02 -3.55843E-02  2.02345E-01   -2386.07253093264
         8680  1.63201E+00  1.50010E+00  7.56936E-01  2.30805E+00  5.32476E-02  1.84493E-01  1.92428E-02  1.27642E-01  5.84932E-02  1.69025E-02  1.79844E-01  1.01123E-02  3.47535E-02  1.70679E-02  1.55566E-01   -2304.47312114844
         8681  1.67180E+00  1.57262E+00  6.76403E-01  2.38127E+00  5.57234E-02  1.93736E-01  1.18758E-04  1.60058E-01  4.20648E-02  2.98575E-02  1.85748E-01 -7.49619E-03  3.64275E-02 -9.57200E-03  1.52437E-01   -2310.76264804858
         8682  1.58842E+00  1.58820E+00  7.13848E-01  2.39734E+00  6.07107E-02  1.57107E-01  2.77340E-02  1.93833E-01  2.10206E-02  1.20953E-02  1.23222E-01 -1.18413E-02  2.08791E-02  2.73477E-02  1.31516E-01   -2303.54512312945
         8683  1.59394E+00  1.51440E+00  7.27476E-01  2.25764E+00  6.09118E-02  1.82918E-01  2.54845E-02  1.42032E-01  2.95860E-02 -2.31214E-02  1.40240E-01 -8.33865E-03  1.38615E-03  3.46710E-02  1.61256E-01   -2329.99680550481
         8684  1.64661E+00  1.52718E+00  7.38078E-01  2.37201E+00  5.71582E-02  1.63469E-01 -9.43355E-03  1.39692E-01  6.20747E-03 -2.30204E-02  1.26126E-01 -3.94459E-03  2.87588E-02  2.49051E-02  1.59923E-01   -2299.04094549338
         8685  1.53450E+00  1.55407E+00  7.26351E-01  2.36145E+00  6.43362E-02  1.81983E-01  9.61251E-03  1.37251E-01  4.11284E-02 -1.14677E-02  1.47680E-01 -4.15361E-03  2.18268E-04  1.52900E-02  1.38323E-01   -2269.84859672776
         8686  1.61673E+00  1.56774E+00  7.75731E-01  2.37423E+00  6.48663E-02  1.70986E-01  2.00318E-02  1.02280E-01  4.54563E-02 -5.98730E-03  1.60043E-01  4.54364E-03  2.33224E-02 -1.86654E-02  1.41375E-01   -2281.57032472638
         8687  1.61739E+00  1.55893E+00  7.89285E-01  2.31035E+00  6.18119E-02  2.01800E-01 -1.52743E-03  1.34788E-01  2.36404E-02  1.23035E-02  1.34076E-01 -1.63941E-03  1.55795E-02 -1.61046E-02  1.18149E-01   -2321.59961134016
         8688  1.69095E+00  1.58509E+00  7.40265E-01  2.33130E+00  6.64657E-02  2.01802E-01  2.99910E-02  1.33978E-01  1.49360E-02 -1.39694E-02  1.62647E-01 -9.36898E-03  1.78843E-02 -1.77327E-02  1.26566E-01   -2293.82715125422
         8689  1.60158E+00  1.62748E+00  7.73670E-01  2.38183E+00  7.33510E-02  1.92228E-01  3.58474E-02  1.46139E-01  1.61769E-02 -1.93052E-02  1.70617E-01  2.82445E-02  1.63675E-02 -1.31373E-02  1.25668E-01   -2229.82520323018
         8690  1.65997E+00  1.55100E+00  7.98055E-01  2.37544E+00  7.34911E-02  1.96376E-01  4.24905E-02  1.18978E-01  7.16062E-02  8.91056E-03  1.95713E-01 -7.09494E-03  1.49853E-02  1.61198E-02  1.34412E-01   -2214.82092327472
         8691  1.56741E+00  1.56148E+00  7.85076E-01  2.41965E+00  6.63894E-02  1.73154E-01  2.17389E-02  1.11344E-01  2.57952E-02 -8.58627E-03  2.34730E-01  1.31773E-02  2.09971E-02  3.88797E-02  1.30922E-01   -2259.24991198098
         8692  1.64812E+00  1.53512E+00  8.62603E-01  2.41698E+00  7.52163E-02  1.74339E-01  6.14012E-04  9.36365E-02 -1.99975E-03 -1.84649E-02  2.54314E-01 -1.54908E-02  9.87153E-03  1.56368E-02  1.63689E-01   -2247.71426285218
         8693  1.69037E+00  1.57365E+00  8.95219E-01  2.47023E+00  7.78827E-02  1.61091E-01 -1.90401E-02  1.08132E-01  3.98557E-03 -1.52382E-03  1.91055E-01 -1.46407E-02  6.74019E-03  1.72744E-02  1.42453E-01   -2234.47707365602
         8694  1.66147E+00  1.59551E+00  8.46322E-01  2.36343E+00  7.18617E-02  1.45384E-01 -2.63131E-02  1.34163E-01  1.05634E-02  1.22838E-02  1.90998E-01 -8.83704E-03 -4.74607E-04 -4.80814E-03  1.25965E-01   -2248.10512216768
         8695  1.69273E+00  1.60606E+00  8.94228E-01  2.39843E+00  7.28449E-02  1.49129E-01 -3.63921E-02  1.57818E-01  8.52256E-03  8.99309E-04  1.97460E-01 -1.58907E-02  6.55954E-03  2.83548E-02  1.66273E-01   -2274.20646329552
         8696  1.64589E+00  1.57595E+00  9.10583E-01  2.43236E+00  6.76377E-02  1.39478E-01  9.88332E-03  1.60817E-01 -5.43638E-03 -1.32758E-02  2.24811E-01  2.91979E-03  2.62482E-02  4.66941E-02  1.63039E-01   -2291.74090550815
         8697  1.66248E+00  1.59997E+00  9.04758E-01  2.42462E+00  5.69458E-02  1.73373E-01  2.36615E-02  1.60187E-01 -1.12899E-02 -8.60180E-02  2.77463E-01 -4.89505E-02 -1.17732E-03  3.79282E-02  1.44182E-01   -2273.71966052848
         8698  1.61458E+00  1.59639E+00  8.27348E-01  2.38064E+00  5.53072E-02  1.66529E-01  3.44742E-03  1.55287E-01 -1.03552E-02 -5.05847E-02  2.32513E-01 -3.18112E-02  7.28791E-03  6.36650E-02  1.71109E-01   -2300.20693170502
         8699  1.69133E+00  1.53210E+00  7.99330E-01  2.41603E+00  5.58282E-02  1.41399E-01  9.14430E-03  1.54218E-01  3.02037E-02 -6.50284E-02  2.87540E-01  8.81337E-03  3.01113E-02  6.87626E-02  2.06033E-01   -2296.26617299365
         8700  1.69243E+00  1.59471E+00  7.95589E-01  2.40496E+00  5.65739E-02  1.77534E-01  1.20761E-02  1.16907E-01 -6.97627E-03 -2.11488E-02  1.65942E-01 -2.42136E-02 -7.96908E-03  4.51730E-02  1.50275E-01   -2284.34292076893
         8701  1.61571E+00  1.62282E+00  8.62182E-01  2.45587E+00  6.92867E-02  2.29888E-01  4.38425E-03  1.34210E-01  1.22791E-02 -1.74512E-02  2.15875E-01 -1.40385E-02 -6.13548E-03  5.90270E-02  1.81222E-01   -2218.07006840540
         8702  1.68268E+00  1.63833E+00  7.84507E-01  2.38224E+00  6.85748E-02  1.96563E-01 -2.36321E-02  1.18765E-01  2.33440E-02 -2.72655E-02  2.32746E-01 -1.10501E-02 -1.01465E-02  4.64303E-02  1.30200E-01   -2283.61308588682
         8703  1.64338E+00  1.57259E+00  8.13097E-01  2.40160E+00  6.26359E-02  1.66223E-01 -2.40975E-02  1.30940E-01 -5.34191E-03  1.86432E-02  2.37491E-01 -3.97859E-02  1.21328E-02  5.59800E-02  1.60314E-01   -2307.15155120161
         8704  1.60066E+00  1.52819E+00  9.04802E-01  2.43393E+00  6.50708E-02  1.39620E-01 -1.69710E-02  1.02570E-01 -3.33846E-02 -1.88514E-02  1.93017E-01 -2.46357E-02 -1.06734E-02  4.32865E-02  1.64117E-01   -2308.34955185040
         8705  1.62730E+00  1.53610E+00  8.30400E-01  2.36225E+00  5.96356E-02  2.16730E-01 -5.19238E-02  1.55151E-01 -7.38927E-02 -3.52211E-02  2.11298E-01 -5.71848E-02 -4.50406E-05  2.54725E-02  1.30722E-01   -2309.74673803000
         8706  1.67876E+00  1.50752E+00  8.03361E-01  2.35417E+00  6.27911E-02  1.92367E-01 -2.53123E-02  1.28725E-01 -7.36827E-02  1.28802E-02  2.16108E-01 -7.90988E-02  2.07415E-02  7.60210E-02  1.59264E-01   -2284.28602731461
         8707  1.63718E+00  1.55057E+00  7.85954E-01  2.36172E+00  5.59946E-02  1.64603E-01 -1.97184E-02  1.26165E-01 -5.38035E-02 -1.93254E-02  2.46264E-01 -3.39978E-02  4.39656E-02  4.98092E-02  1.60081E-01   -2326.70572529835
         8708  1.61561E+00  1.48256E+00  8.83322E-01  2.36342E+00  6.10683E-02  1.75178E-01  4.75452E-03  1.34864E-01 -2.84698E-02 -7.85900E-03  2.23900E-01 -2.77364E-02  3.42456E-02  5.52249E-02  1.61700E-01   -2316.11419934860
         8709  1.59702E+00  1.45047E+00  8.10627E-01  2.38456E+00  6.80002E-02  2.30232E-01  9.38181E-04  1.10381E-01  3.21601E-02 -1.29905E-03  1.61830E-01 -2.01696E-02  1.02272E-02  1.81168E-02  1.53509E-01   -2260.71868184165
         8710  1.58305E+00  1.58657E+00  8.35642E-01  2.31429E+00  7.18147E-02  2.17717E-01  1.33413E-02  1.46093E-01  2.67611E-02  2.27922E-03  2.04863E-01 -1.03242E-02  3.29742E-02  3.90273E-02  1.49121E-01   -2220.82697314887
         8711  1.64290E+00  1.62413E+00  8.10887E-01  2.37123E+00  7.69846E-02  1.84423E-01  4.58524E-03  1.39136E-01  5.32606E-02  5.12711E-03  1.61093E-01  1.48086E-02  2.85124E-02  2.33161E-02  1.39627E-01   -2203.61924961961
         8712  1.62567E+00  1.59282E+00  7.70857E-01  2.36246E+00  7.25653E-02  1.81589E-01  1.43874E-02  1.04836E-01  2.00734E-02 -8.01615E-03  1.73379E-01  4.31314E-02  1.10128E-02  2.18023E-02  1.03297E-01   -2225.80919865849
         8713  1.63529E+00  1.59988E+00  9.20653E-01  2.39153E+00  7.07021E-02  1.91960E-01 -2.21865E-02  1.08081E-01  6.38589E-02 -4.28549E-03  2.04376E-01 -7.52957E-04  1.01282E-02  8.00571E-03  1.08067E-01   -2269.73939236189
         8714  1.63273E+00  1.60421E+00  7.92914E-01  2.42900E+00  6.06236E-02  2.13915E-01 -1.59834E-02  1.03335E-01  5.31611E-02  7.90526E-03  1.22428E-01  1.41698E-02 -1.31559E-02 -9.18688E-03  1.17090E-01   -2277.37973638793
         8715  1.60331E+00  1.59095E+00  7.66266E-01  2.41828E+00  7.35429E-02  2.41292E-01 -1.27742E-02  1.23341E-01  7.27604E-02 -7.51506E-03  1.50097E-01 -5.09992E-03 -1.80416E-02 -1.05562E-02  1.07571E-01   -2266.25495584960
         8716  1.64075E+00  1.58148E+00  8.64483E-01  2.45135E+00  7.88560E-02  2.04817E-01  2.72466E-02  8.67928E-02  4.43277E-02  7.90908E-03  1.68917E-01 -2.11905E-03 -5.55142E-03 -2.17868E-02  9.07713E-02   -2293.44573809308
         8717  1.65713E+00  1.51244E+00  8.07217E-01  2.41413E+00  6.80999E-02  1.96552E-01 -2.22431E-03  9.24935E-02 -2.41258E-02 -2.64140E-03  1.48177E-01  1.54768E-02 -7.08703E-04 -4.24505E-02  1.01012E-01   -2331.37737002841
         8718  1.61029E+00  1.54375E+00  9.40917E-01  2.37235E+00  6.87881E-02  1.65610E-01 -9.08250E-03  8.93272E-02  1.56568E-02 -8.48270E-03  1.36880E-01  1.72616E-02  7.99026E-03  1.32547E-03  1.08242E-01   -2286.50904550555
         8719  1.57528E+00  1.51210E+00  8.53224E-01  2.38997E+00  6.65608E-02  1.74075E-01 -1.85536E-02  8.23134E-02 -1.24045E-02 -5.61513E-03  1.50940E-01 -4.78702E-03  1.24842E-02 -2.13548E-02  1.37950E-01   -2261.01971447364
         8720  1.55493E+00  1.60431E+00  7.99947E-01  2.39356E+00  7.34222E-02  2.03721E-01 -9.26169E-04  8.93157E-02  1.71881E-02 -9.79299E-03  1.43237E-01 -1.10452E-02  4.88357E-03 -1.79584E-02  1.18791E-01   -2279.86157715665
         8721  1.56367E+00  1.64139E+00  7.79491E-01  2.39931E+00  6.99244E-02  1.38329E-01 -1.17323E-02  1.36250E-01  1.23484E-02 -2.06880E-02  1.56675E-01 -6.73597E-03  1.39689E-02 -1.07199E-02  8.31933E-02   -2307.98002103302
         8722  1.60100E+00  1.53612E+00  8.02441E-01  2.34410E+00  7.20325E-02  1.94039E-01 -6.12957E-03  1.44502E-01  8.79848E-04 -4.61355E-03  1.94995E-01  2.38711E-03  1.17990E-02 -3.63108E-02  1.32864E-01   -2273.48422462590
         8723  1.63403E+00  1.57733E+00  7.28061E-01  2.35115E+00  7.20079E-02  1.92666E-01  2.36922E-02  1.18345E-01  1.39606E-02  2.88552E-03  1.31032E-01  5.77495E-03  2.84548E-03 -6.48699E-03  8.90448E-02   -2277.39462177260
         8724  1.58379E+00  1.56032E+00  7.92329E-01  2.35342E+00  6.69695E-02  1.93236E-01 -4.43887E-03  8.59749E-02  3.44567E-02  6.86546E-03  1.25482E-01 -2.98147E-02  4.82828E-03 -3.86673E-03  1.35257E-01   -2281.70589829232
         8725  1.54824E+00  1.53919E+00  7.83414E-01  2.34814E+00  7.01307E-02  1.62622E-01 -5.27907E-03  6.51235E-02  3.17094E-02  1.14372E-02  1.37702E-01 -1.90761E-03 -4.78379E-03 -1.68214E-02  1.46139E-01   -2320.42299947733
         8726  1.58722E+00  1.52478E+00  7.48627E-01  2.35528E+00  6.45896E-02  1.86094E-01 -8.37185E-04  6.80913E-02  3.87915E-03  1.02064E-02  9.28661E-02  7.39308E-04  1.16622E-03 -9.94524E-03  1.23402E-01   -2375.78083597199
         8727  1.61308E+00  1.52316E+00  7.96460E-01  2.31438E+00  5.97508E-02  1.53424E-01 -2.63665E-02  8.27544E-02 -9.15249E-03  1.98729E-02  1.00800E-01 -1.85295E-02  9.25664E-03 -1.79270E-02  2.08721E-01   -2338.58647335046
         8728  1.63573E+00  1.58406E+00  7.19386E-01  2.29388E+00  6.93891E-02  1.79493E-01 -2.51840E-02  1.09035E-01 -3.32490E-02  8.04194E-03  1.27117E-01  3.90897E-04  3.49173E-02 -2.00086E-02  1.86083E-01   -2294.67133842826
         8729  1.58589E+00  1.54264E+00  7.12248E-01  2.31269E+00  6.27479E-02  1.76272E-01 -4.01945E-02  1.52790E-01  2.97755E-03 -2.01503E-02  1.44704E-01 -5.57098E-03  2.50204E-02  3.80753E-03  1.52890E-01   -2312.37036460049
         8730  1.59076E+00  1.60460E+00  7.14062E-01  2.35861E+00  6.17956E-02  2.18158E-01  2.42639E-02  1.54459E-01 -1.89757E-03  1.07859E-03  1.03344E-01 -5.28434E-02 -8.83726E-03  1.14072E-02  1.25598E-01   -2354.08684652275
         8731  1.65013E+00  1.57409E+00  7.43691E-01  2.32369E+00  5.42022E-02  1.34134E-01  1.28479E-02  2.01154E-01 -5.56114E-03 -8.09772E-03  1.16406E-01 -2.92397E-02 -6.09288E-02 -6.95509E-03  1.34461E-01   -2305.61363371375
