TABLE NO.     5: MCMC Bayesian Analysis: Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION: Problem=1 Subproblem=0 Superproblem1=0 Iteration1=0 Superproblem2=0 Iteration2=0
 ITERATION    THETA1       THETA2       THETA3       THETA4       THETA5       THETA6       THETA7       THETA8       THETA9       THETA10      THETA11      SIGMA(1,1)   OMEGA(1,1)   OMEGA(2,1)   OMEGA(2,2)   OMEGA(3,1)   OMEGA(3,2)   OMEGA(3,3)   OMEGA(4,1)   OMEGA(4,2)   OMEGA(4,3)   OMEGA(4,4)   MCMCOBJ
        -9937  3.28185E+00  3.25462E+00 -6.06214E-01 -2.07547E-01  7.87104E-01  1.16537E+00  3.24665E-01  1.89389E-01  6.95293E-01  2.30644E+00  1.04792E-01  1.00000E+00  1.07032E-02 -3.98747E-04  7.81179E-03  7.32320E-04 -2.16440E-03  4.85382E-03 -1.88217E-04 -9.49209E-04 -4.34791E-04  8.03153E-03   -19415.2581444542
        -9936  3.29604E+00  3.23025E+00 -6.10248E-01 -2.01491E-01  7.40920E-01  1.15850E+00  3.38986E-01  1.91520E-01  6.95455E-01  2.30488E+00  1.04549E-01  1.00000E+00  1.00053E-02  2.90996E-04  7.23375E-03  1.16647E-04 -1.64891E-03  4.68169E-03 -1.23250E-04 -1.39249E-03 -9.45882E-04  7.88235E-03   -19377.1412492147
        -9935  3.30311E+00  3.23536E+00 -6.11447E-01 -2.07625E-01  7.67139E-01  1.10055E+00  3.30582E-01  2.05108E-01  6.94602E-01  2.30661E+00  1.04549E-01  1.00000E+00  9.28530E-03  4.62685E-05  8.35079E-03  1.00679E-03 -1.94378E-03  4.89124E-03 -6.34949E-04 -1.43829E-03 -4.58485E-04  7.95439E-03   -19433.2943643736
        -9934  3.32122E+00  3.23242E+00 -6.12102E-01 -2.03178E-01  8.04923E-01  1.08775E+00  3.22188E-01  2.07412E-01  7.00211E-01  2.30929E+00  1.03610E-01  1.00000E+00  1.07056E-02  7.88848E-04  7.60637E-03  7.65269E-04 -2.26317E-03  5.24173E-03 -4.30767E-04 -8.54797E-04 -6.28242E-04  7.25716E-03   -19451.9704153516
        -9933  3.31510E+00  3.25011E+00 -6.16533E-01 -2.04104E-01  7.59210E-01  1.13402E+00  3.31460E-01  1.98009E-01  6.97440E-01  2.30774E+00  1.03610E-01  1.00000E+00  1.03414E-02 -6.82209E-04  6.55684E-03  5.94773E-04 -2.48635E-03  6.12120E-03 -1.65437E-04 -1.09047E-03 -8.41875E-04  6.88183E-03   -19514.4452535782
        -9932  3.34031E+00  3.28453E+00 -6.22007E-01 -2.13812E-01  7.83699E-01  1.14947E+00  3.23422E-01  1.91840E-01  7.10353E-01  2.31022E+00  1.05283E-01  1.00000E+00  1.13665E-02 -5.24072E-04  6.04260E-03  9.29686E-04 -2.11772E-03  5.85017E-03 -1.03194E-03 -6.53695E-04 -6.00721E-04  8.03920E-03   -19528.1286537840
        -9931  3.27307E+00  3.30324E+00 -6.03659E-01 -2.20359E-01  7.65276E-01  1.17184E+00  3.29897E-01  1.86481E-01  6.98612E-01  2.30603E+00  1.05351E-01  1.00000E+00  1.01468E-02 -5.68172E-04  6.25143E-03  1.17755E-03 -2.01461E-03  5.46773E-03 -4.70335E-04  2.10632E-04 -8.92891E-04  7.94396E-03   -19353.5688587574
        -9930  3.27648E+00  3.20702E+00 -6.04470E-01 -1.97268E-01  7.22885E-01  1.12946E+00  3.39127E-01  1.97298E-01  7.03747E-01  2.30706E+00  1.05063E-01  1.00000E+00  1.03109E-02  9.50603E-04  7.27925E-03  8.02634E-04 -2.96756E-03  5.76149E-03  5.12893E-04 -7.50241E-05 -6.47174E-04  9.58029E-03   -19349.1740161877
        -9929  3.29040E+00  3.22730E+00 -6.11433E-01 -1.99648E-01  7.36769E-01  1.15036E+00  3.34094E-01  1.92181E-01  7.06600E-01  2.30330E+00  1.05063E-01  1.00000E+00  8.74807E-03  1.02286E-03  6.27062E-03  3.91703E-04 -2.64480E-03  5.97265E-03 -5.82056E-04 -6.12159E-05 -7.15447E-04  9.82078E-03   -19382.0286036852
        -9928  3.27894E+00  3.24316E+00 -6.08762E-01 -2.03379E-01  7.75825E-01  1.12201E+00  3.23112E-01  1.95939E-01  7.09864E-01  2.30070E+00  1.04434E-01  1.00000E+00  1.07234E-02  4.25866E-04  6.90649E-03  1.59581E-03 -2.68695E-03  5.97773E-03 -3.27191E-04 -3.09199E-04  1.20037E-04  8.10203E-03   -19394.7925630556
        -9927  3.27200E+00  3.27261E+00 -6.04492E-01 -2.10888E-01  7.96657E-01  1.13998E+00  3.19150E-01  1.91551E-01  7.00833E-01  2.31154E+00  1.01159E-01  1.00000E+00  1.17728E-02  4.03344E-04  5.86916E-03  1.56173E-03 -2.26801E-03  5.74056E-03  3.78737E-04  1.11873E-04 -3.55513E-04  9.64667E-03   -19466.6154837848
        -9926  3.24210E+00  3.27007E+00 -5.89996E-01 -2.13638E-01  8.01525E-01  1.14367E+00  3.17858E-01  1.90786E-01  7.03325E-01  2.30658E+00  1.01287E-01  1.00000E+00  9.34731E-03  4.11378E-05  6.37300E-03  1.17759E-03 -2.14247E-03  5.40163E-03 -7.56729E-04  1.70158E-04 -2.11446E-04  1.14060E-02   -19382.9800330924
        -9925  3.29990E+00  3.31001E+00 -6.15939E-01 -2.24017E-01  8.55634E-01  1.18280E+00  3.03169E-01  1.81035E-01  6.93538E-01  2.31231E+00  1.02213E-01  1.00000E+00  9.71349E-03  4.55471E-04  7.25621E-03  1.08195E-03 -1.36743E-03  4.95901E-03 -6.72582E-04  1.63506E-04 -9.34450E-04  1.07589E-02   -19391.2903601868
        -9924  3.26385E+00  3.25279E+00 -6.03448E-01 -2.09778E-01  7.90901E-01  1.17443E+00  3.26354E-01  1.79476E-01  6.93643E-01  2.29380E+00  1.02196E-01  1.00000E+00  1.14181E-02  7.36179E-04  7.07503E-03  1.89618E-03 -1.28684E-03  5.24826E-03 -6.44059E-04 -8.99869E-04 -5.76728E-04  9.33601E-03   -19234.6201729032
        -9923  3.31495E+00  3.25232E+00 -6.16565E-01 -2.08107E-01  7.90073E-01  1.13653E+00  3.20649E-01  1.89766E-01  7.04852E-01  2.30661E+00  1.01237E-01  1.00000E+00  1.09725E-02  1.93757E-04  7.79712E-03  1.77334E-03 -1.79748E-03  6.44483E-03  4.18093E-04 -9.30001E-04 -6.17771E-05  9.24482E-03   -19328.0714636387
        -9922  3.31017E+00  3.21733E+00 -6.15613E-01 -1.99991E-01  7.61741E-01  1.16032E+00  3.29158E-01  1.86348E-01  6.98510E-01  2.30205E+00  1.02573E-01  1.00000E+00  1.04161E-02  1.59539E-03  6.67939E-03  1.01473E-03 -1.21271E-03  6.19865E-03 -2.61321E-04 -8.04940E-04 -1.03966E-03  8.80352E-03   -19386.1135108284
        -9921  3.31531E+00  3.28092E+00 -6.12640E-01 -2.10946E-01  7.61695E-01  1.09981E+00  3.31278E-01  2.04781E-01  7.01288E-01  2.29686E+00  1.03904E-01  1.00000E+00  1.12657E-02  1.14724E-03  6.59835E-03  1.14738E-03 -1.60096E-03  6.51889E-03 -3.65230E-04 -4.48749E-04 -4.50380E-04  7.66582E-03   -19317.6001382858
        -9920  3.37298E+00  3.25307E+00 -6.30948E-01 -2.13273E-01  7.27217E-01  1.10286E+00  3.39757E-01  2.04325E-01  6.99256E-01  2.30529E+00  1.01283E-01  1.00000E+00  1.16156E-02  1.77338E-03  6.41448E-03  7.06502E-04 -8.43979E-04  6.22992E-03 -4.72310E-04 -8.53251E-05 -6.35627E-04  7.97431E-03   -19490.2228468243
        -9919  3.31229E+00  3.29086E+00 -6.15479E-01 -2.16699E-01  7.50236E-01  1.12116E+00  3.30053E-01  1.94969E-01  7.08155E-01  2.30165E+00  9.97163E-02  1.00000E+00  1.03956E-02  6.44937E-04  6.22498E-03  1.18146E-03 -1.85473E-03  5.59281E-03 -2.66765E-04  4.40703E-04 -1.03662E-03  7.34554E-03   -19519.1483794140
        -9918  3.27303E+00  3.28227E+00 -6.08354E-01 -2.15859E-01  7.24164E-01  1.14661E+00  3.37668E-01  1.90863E-01  7.00140E-01  2.30674E+00  1.01873E-01  1.00000E+00  8.93528E-03  5.92273E-04  6.42048E-03  1.61760E-03 -1.67835E-03  5.94290E-03 -1.50815E-03 -8.60341E-05 -1.40022E-03  6.60599E-03   -19399.5475706069
        -9917  3.25887E+00  3.29063E+00 -5.99109E-01 -2.17812E-01  7.01311E-01  1.17938E+00  3.44243E-01  1.82018E-01  6.89054E-01  2.30697E+00  1.04204E-01  1.00000E+00  9.95541E-03  4.09009E-04  6.63414E-03  1.95720E-03 -1.75662E-03  6.53272E-03 -1.59675E-03 -1.21553E-04 -1.74649E-03  6.49775E-03   -19438.9369336766
        -9916  3.23555E+00  3.27386E+00 -5.93221E-01 -2.14030E-01  6.75818E-01  1.18121E+00  3.50416E-01  1.81375E-01  6.87527E-01  2.30731E+00  1.04922E-01  1.00000E+00  1.03567E-02  4.74128E-04  7.14330E-03  9.91097E-04 -2.60112E-03  7.06930E-03 -4.46658E-04  8.77485E-05 -1.98208E-03  6.60684E-03   -19439.8937743581
        -9915  3.24915E+00  3.28003E+00 -5.98150E-01 -2.17971E-01  7.24989E-01  1.14531E+00  3.33936E-01  1.91228E-01  6.85995E-01  2.30316E+00  1.04550E-01  1.00000E+00  1.07038E-02 -2.04676E-04  8.35819E-03  1.18955E-03 -2.31917E-03  6.00790E-03 -9.26402E-04 -2.95315E-05 -1.70876E-03  6.53846E-03   -19391.2488072509
        -9914  3.29154E+00  3.25920E+00 -6.09156E-01 -2.11349E-01  7.19274E-01  1.13486E+00  3.36999E-01  1.88536E-01  6.98554E-01  2.29739E+00  1.02191E-01  1.00000E+00  1.02810E-02  6.67254E-05  9.56357E-03  1.00127E-03 -2.33822E-03  5.84119E-03 -2.89304E-04  1.74234E-04 -8.47971E-04  6.35189E-03   -19312.0884911560
        -9913  3.25431E+00  3.25616E+00 -6.01695E-01 -2.09884E-01  7.00596E-01  1.20743E+00  3.45150E-01  1.68224E-01  6.92063E-01  2.29685E+00  1.05603E-01  1.00000E+00  1.10698E-02 -4.52829E-04  7.92086E-03  1.43446E-03 -1.66813E-03  5.92963E-03 -5.92391E-04  3.80262E-04 -1.54968E-03  7.17155E-03   -19359.9341307030
        -9912  3.35619E+00  3.28193E+00 -6.31799E-01 -2.15889E-01  7.16300E-01  1.13279E+00  3.39474E-01  1.87282E-01  6.94523E-01  2.29371E+00  1.05752E-01  1.00000E+00  9.25256E-03  5.53513E-04  7.44190E-03  7.88472E-04 -7.46369E-04  5.70136E-03 -3.55158E-04  7.07095E-04 -1.30647E-03  7.56464E-03   -19349.7911728800
        -9911  3.36039E+00  3.21718E+00 -6.31200E-01 -2.02049E-01  7.13094E-01  1.13575E+00  3.41876E-01  1.86234E-01  6.84722E-01  2.29728E+00  1.01586E-01  1.00000E+00  1.03892E-02  1.81676E-04  7.95888E-03  1.11662E-03 -1.16047E-03  5.95111E-03 -7.06768E-04  8.32003E-04 -1.82001E-03  7.90977E-03   -19470.8463961926
        -9910  3.31056E+00  3.26274E+00 -6.13343E-01 -2.12125E-01  7.16043E-01  1.13981E+00  3.43883E-01  1.89532E-01  6.86070E-01  2.29602E+00  1.01318E-01  1.00000E+00  1.00208E-02 -1.60793E-04  7.52040E-03  1.31233E-03 -9.64962E-04  5.70294E-03 -1.25980E-03  1.30932E-03 -1.53446E-03  8.94723E-03   -19395.6204045780
        -9909  3.32850E+00  3.23467E+00 -6.22674E-01 -2.04361E-01  7.39118E-01  1.20737E+00  3.34990E-01  1.74273E-01  6.86862E-01  2.29536E+00  1.02666E-01  1.00000E+00  9.84888E-03  7.41791E-04  7.47638E-03  1.07720E-03 -3.67694E-04  5.62763E-03 -1.58308E-03  6.88206E-04 -2.18651E-03  8.93066E-03   -19410.4234778983
        -9908  3.31135E+00  3.26543E+00 -6.16136E-01 -2.12898E-01  7.66342E-01  1.16855E+00  3.24185E-01  1.82870E-01  6.75985E-01  2.29498E+00  1.02204E-01  1.00000E+00  9.89394E-03  8.13664E-04  8.59006E-03  1.56521E-03 -1.54818E-03  5.89643E-03 -1.54175E-03  6.70892E-04 -1.67248E-03  9.03694E-03   -19444.8071430760
        -9907  3.31072E+00  3.26430E+00 -6.16432E-01 -2.10797E-01  7.26959E-01  1.16102E+00  3.38067E-01  1.85707E-01  6.76918E-01  2.28739E+00  1.02420E-01  1.00000E+00  1.02880E-02  1.06441E-03  9.03703E-03  9.93126E-04 -9.61681E-04  5.96241E-03 -1.61109E-03 -3.59226E-04 -2.06514E-03  6.74670E-03   -19417.7552075161
        -9906  3.28426E+00  3.27258E+00 -6.10109E-01 -2.16580E-01  6.87100E-01  1.18965E+00  3.47581E-01  1.77568E-01  6.81686E-01  2.29527E+00  1.03677E-01  1.00000E+00  1.02368E-02  3.30108E-04  9.39598E-03  7.28860E-04 -1.50324E-03  5.28801E-03 -1.72002E-03  7.58009E-04 -1.95752E-03  7.24353E-03   -19343.2552994398
        -9905  3.23082E+00  3.28807E+00 -5.89583E-01 -2.20011E-01  6.81098E-01  1.17244E+00  3.47983E-01  1.79500E-01  6.73385E-01  2.29606E+00  1.05982E-01  1.00000E+00  1.15406E-02  3.55222E-04  8.19896E-03  1.46129E-04 -7.93415E-04  5.10727E-03 -1.72535E-03  4.12309E-04 -1.85024E-03  7.31109E-03   -19382.6394796495
        -9904  3.32071E+00  3.25430E+00 -6.19737E-01 -2.09168E-01  7.31390E-01  1.15003E+00  3.31924E-01  1.86460E-01  6.79694E-01  2.28765E+00  1.03003E-01  1.00000E+00  9.28319E-03  5.63723E-04  7.91354E-03 -5.14863E-05 -6.95429E-04  5.52432E-03 -1.18858E-03  9.57142E-04 -1.79274E-03  7.66814E-03   -19376.7818056940
        -9903  3.26314E+00  3.22404E+00 -6.05949E-01 -1.96185E-01  7.21100E-01  1.12797E+00  3.33493E-01  1.94711E-01  6.79145E-01  2.28849E+00  1.05086E-01  1.00000E+00  9.80225E-03  4.16668E-04  7.35283E-03 -3.87815E-04 -4.35602E-04  5.78645E-03 -9.05469E-04  8.78774E-04 -1.84774E-03  7.68603E-03   -19392.1884449021
        -9902  3.29922E+00  3.25000E+00 -6.12315E-01 -2.08433E-01  7.38766E-01  1.14400E+00  3.30760E-01  1.87394E-01  6.86297E-01  2.28566E+00  1.05192E-01  1.00000E+00  9.26019E-03  6.17901E-04  6.40860E-03 -4.37014E-04 -6.95990E-04  6.15200E-03 -9.10499E-04  1.49941E-03 -1.68881E-03  7.70404E-03   -19451.3445510377
        -9901  3.31481E+00  3.26766E+00 -6.17570E-01 -2.14313E-01  7.86066E-01  1.15634E+00  3.18719E-01  1.83945E-01  6.85102E-01  2.29218E+00  1.06623E-01  1.00000E+00  9.38269E-03 -7.58281E-04  5.87360E-03 -1.00209E-03 -7.85672E-04  5.70357E-03 -1.29646E-03  6.78954E-04 -1.23309E-03  7.58943E-03   -19376.8898812780
        -9900  3.31117E+00  3.25165E+00 -6.13813E-01 -2.10529E-01  7.75913E-01  1.17909E+00  3.22546E-01  1.75923E-01  6.77385E-01  2.29699E+00  1.06980E-01  1.00000E+00  9.33487E-03  9.20372E-05  5.90877E-03 -1.13191E-03 -1.47508E-03  6.01471E-03 -1.23806E-03  7.18086E-04 -1.90000E-03  7.24506E-03   -19401.0760534980
        -9899  3.27949E+00  3.21523E+00 -6.08524E-01 -1.96906E-01  7.33864E-01  1.14654E+00  3.34590E-01  1.86669E-01  6.81068E-01  2.29478E+00  1.07174E-01  1.00000E+00  8.68457E-03  2.17663E-04  5.99213E-03 -7.79705E-04 -8.72486E-04  5.65191E-03 -1.83720E-03 -5.21845E-04 -1.17310E-03  7.67664E-03   -19446.4166731622
        -9898  3.34786E+00  3.25595E+00 -6.23835E-01 -2.07091E-01  6.94376E-01  1.15787E+00  3.43253E-01  1.84106E-01  6.85624E-01  2.29352E+00  1.05234E-01  1.00000E+00  9.42752E-03  1.09832E-04  5.86301E-03  1.62020E-04 -2.66993E-04  5.35993E-03 -2.73328E-03 -1.60608E-03 -1.09631E-03  9.01135E-03   -19452.9534424795
        -9897  3.30667E+00  3.28189E+00 -6.13061E-01 -2.17515E-01  7.10602E-01  1.16478E+00  3.37750E-01  1.82948E-01  6.83643E-01  2.30036E+00  1.04818E-01  1.00000E+00  8.28644E-03 -1.35340E-04  5.73193E-03 -1.77478E-04 -1.02003E-03  5.34139E-03 -1.48248E-03 -6.64885E-04 -6.21067E-04  7.32173E-03   -19382.7220053181
        -9896  3.38385E+00  3.25477E+00 -6.33702E-01 -2.10369E-01  7.14592E-01  1.15379E+00  3.38781E-01  1.88727E-01  6.76961E-01  2.30037E+00  1.04818E-01  1.00000E+00  9.12849E-03 -9.17815E-04  6.43738E-03 -6.11171E-04 -2.09074E-04  5.58866E-03 -1.42128E-03 -6.80028E-04 -1.38621E-03  7.55869E-03   -19321.6926436319
        -9895  3.32891E+00  3.26259E+00 -6.23324E-01 -2.11797E-01  7.42844E-01  1.16873E+00  3.32143E-01  1.84996E-01  6.80291E-01  2.29792E+00  1.04796E-01  1.00000E+00  1.11323E-02 -1.08110E-03  6.69515E-03  9.80200E-05 -8.96150E-04  5.84977E-03 -1.06980E-03 -9.23266E-04 -1.81173E-03  8.17437E-03   -19370.5674281799
        -9894  3.28246E+00  3.23841E+00 -6.07984E-01 -2.05978E-01  7.09674E-01  1.18049E+00  3.45413E-01  1.81750E-01  6.76916E-01  2.28871E+00  1.01431E-01  1.00000E+00  1.02575E-02 -9.34193E-04  6.71426E-03  2.41485E-04 -1.48708E-03  5.84424E-03 -1.02187E-03  3.15356E-04 -2.00495E-03  7.49756E-03   -19540.8044913996
        -9893  3.30260E+00  3.28100E+00 -6.16469E-01 -2.14639E-01  7.14465E-01  1.13669E+00  3.42859E-01  1.88633E-01  6.82585E-01  2.28576E+00  1.02441E-01  1.00000E+00  1.09384E-02 -5.18952E-04  6.43585E-03 -8.46641E-04 -1.17467E-03  6.17361E-03 -9.06559E-04  7.27626E-04 -1.57432E-03  7.11060E-03   -19441.1016213466
        -9892  3.26191E+00  3.24217E+00 -6.01088E-01 -2.03325E-01  7.03712E-01  1.12279E+00  3.42407E-01  1.95456E-01  6.80149E-01  2.28422E+00  1.02441E-01  1.00000E+00  9.69529E-03 -1.00184E-04  6.73993E-03 -2.91322E-05 -1.12765E-03  5.33595E-03 -1.13048E-03  9.13320E-04 -1.58823E-03  8.01272E-03   -19433.3480915420
        -9891  3.32340E+00  3.25616E+00 -6.19783E-01 -2.05059E-01  7.27186E-01  1.08405E+00  3.36062E-01  2.06610E-01  6.80520E-01  2.28660E+00  1.02462E-01  1.00000E+00  1.00145E-02  2.24519E-04  6.56452E-03 -6.06479E-04 -1.40055E-03  5.57077E-03  1.35664E-04  3.55418E-04 -8.45570E-04  8.95804E-03   -19417.9645893551
        -9890  3.26999E+00  3.24547E+00 -6.07462E-01 -2.04344E-01  7.70870E-01  1.15206E+00  3.27803E-01  1.89641E-01  6.78875E-01  2.27435E+00  1.03939E-01  1.00000E+00  1.13846E-02 -1.55351E-04  6.28555E-03  8.58469E-05 -9.80123E-04  5.93954E-03 -4.75408E-04  6.27711E-04 -8.43664E-04  8.39507E-03   -19378.9066055838
        -9889  3.32213E+00  3.25042E+00 -6.19773E-01 -2.09552E-01  7.92522E-01  1.12497E+00  3.21496E-01  1.94893E-01  6.81928E-01  2.28300E+00  1.04299E-01  1.00000E+00  1.01225E-02 -7.42051E-04  5.42874E-03  8.01478E-04 -8.70541E-04  5.63697E-03 -6.73312E-04  1.19043E-04 -1.94331E-04  9.34549E-03   -19363.4479129092
        -9888  3.31629E+00  3.23951E+00 -6.19802E-01 -2.06928E-01  7.51224E-01  1.10806E+00  3.30793E-01  2.02271E-01  6.85164E-01  2.28750E+00  1.02326E-01  1.00000E+00  1.01941E-02 -1.00820E-03  6.21823E-03  1.08513E-03 -1.49930E-03  6.31489E-03 -1.03166E-03  5.50312E-04 -9.84848E-04  7.60992E-03   -19437.3581348770
        -9887  3.31341E+00  3.27981E+00 -6.18934E-01 -2.15549E-01  6.85085E-01  1.06205E+00  3.49531E-01  2.14575E-01  6.80276E-01  2.29032E+00  1.00073E-01  1.00000E+00  1.08231E-02 -6.20305E-04  7.11573E-03  1.28198E-03 -1.82350E-03  6.16892E-03 -8.57851E-04  3.99341E-05 -1.01696E-03  8.51221E-03   -19472.9963044782
        -9886  3.24554E+00  3.20788E+00 -5.96765E-01 -1.95141E-01  6.98786E-01  1.05541E+00  3.43926E-01  2.13279E-01  6.81901E-01  2.28469E+00  1.00073E-01  1.00000E+00  9.26833E-03  3.35999E-04  5.74141E-03  1.07465E-03 -1.05141E-03  5.90134E-03 -9.07934E-04 -3.39762E-04 -6.24338E-04  8.68824E-03   -19510.7333742935
        -9885  3.29731E+00  3.23543E+00 -6.14947E-01 -2.02159E-01  6.57584E-01  1.03965E+00  3.54135E-01  2.16299E-01  6.86755E-01  2.27785E+00  1.00164E-01  1.00000E+00  9.79853E-03 -1.03296E-03  6.39635E-03  1.49452E-03 -1.40932E-03  6.17765E-03 -1.31888E-03 -6.33531E-04 -1.17013E-03  8.03256E-03   -19492.4959335465
        -9884  3.27861E+00  3.24638E+00 -6.05704E-01 -2.06457E-01  7.26123E-01  1.10533E+00  3.34602E-01  1.97677E-01  6.88986E-01  2.28689E+00  1.00164E-01  1.00000E+00  9.89409E-03 -4.30103E-04  6.21977E-03  7.29188E-04 -1.60394E-03  5.92546E-03 -1.59190E-03 -4.58716E-04 -9.44046E-04  6.85993E-03   -19509.3842263132
        -9883  3.28843E+00  3.21615E+00 -6.10636E-01 -1.98999E-01  6.85410E-01  1.13848E+00  3.49027E-01  1.90024E-01  6.75771E-01  2.28670E+00  1.00847E-01  1.00000E+00  1.06649E-02 -2.86392E-04  5.69209E-03  8.26498E-04 -1.34916E-03  5.93166E-03 -1.32026E-03 -5.62856E-04 -4.64723E-04  7.22322E-03   -19465.6214952460
        -9882  3.33457E+00  3.26822E+00 -6.23596E-01 -2.11623E-01  6.66988E-01  1.16645E+00  3.51876E-01  1.82313E-01  6.82121E-01  2.29512E+00  1.02034E-01  1.00000E+00  1.12275E-02 -5.18785E-04  6.05450E-03  5.64991E-04 -1.98759E-03  6.77086E-03 -8.54132E-04  7.03409E-05 -5.86760E-04  6.53479E-03   -19507.8976303523
        -9881  3.31477E+00  3.25147E+00 -6.19918E-01 -2.10084E-01  7.34248E-01  1.15766E+00  3.32099E-01  1.84483E-01  6.75870E-01  2.29784E+00  1.01736E-01  1.00000E+00  9.89311E-03 -7.34541E-04  6.14905E-03  9.51298E-04 -8.40458E-04  5.89681E-03 -1.33481E-03 -1.05115E-03 -1.29711E-03  7.16954E-03   -19566.6240363424
        -9880  3.29072E+00  3.25141E+00 -6.13858E-01 -2.10326E-01  7.22233E-01  1.18400E+00  3.40227E-01  1.74809E-01  6.70182E-01  2.28612E+00  1.02756E-01  1.00000E+00  1.13233E-02 -1.00193E-03  6.08452E-03  1.63289E-03 -8.43064E-04  4.95219E-03 -2.41471E-03 -7.74966E-04 -6.51002E-04  8.03232E-03   -19379.4488137374
        -9879  3.33383E+00  3.20869E+00 -6.22491E-01 -1.97657E-01  7.33788E-01  1.16291E+00  3.36524E-01  1.78189E-01  6.76419E-01  2.29597E+00  1.04461E-01  1.00000E+00  1.01114E-02 -8.06037E-04  6.60548E-03  7.12350E-04 -1.09402E-03  5.93058E-03 -1.69518E-03 -1.06328E-03 -3.00560E-04  7.42126E-03   -19373.4301014160
        -9878  3.30838E+00  3.25295E+00 -6.15042E-01 -2.07943E-01  6.89898E-01  1.13573E+00  3.44662E-01  1.86455E-01  6.81169E-01  2.30247E+00  1.03901E-01  1.00000E+00  8.98577E-03 -1.90075E-03  7.09187E-03  7.67828E-04 -6.04487E-04  6.64920E-03 -1.97586E-03 -7.19364E-04 -6.41402E-04  7.13016E-03   -19366.2034001363
        -9877  3.27413E+00  3.27258E+00 -6.04914E-01 -2.13609E-01  7.28983E-01  1.15726E+00  3.34726E-01  1.81606E-01  6.93085E-01  2.29285E+00  1.00444E-01  1.00000E+00  9.13964E-03 -1.91286E-03  6.40870E-03  1.30286E-03 -5.76254E-04  7.27748E-03 -1.47970E-03 -3.20521E-04 -1.11631E-03  6.82518E-03   -19492.0702602196
        -9876  3.28978E+00  3.27433E+00 -6.06199E-01 -2.15443E-01  7.20257E-01  1.10188E+00  3.38661E-01  1.97544E-01  6.83005E-01  2.30465E+00  1.03411E-01  1.00000E+00  9.20792E-03 -1.73241E-03  6.73641E-03  7.61233E-04 -1.39807E-03  6.86840E-03 -1.48849E-03 -3.28027E-04 -1.50259E-03  7.09689E-03   -19464.9531820051
        -9875  3.30141E+00  3.28748E+00 -6.12253E-01 -2.13308E-01  7.51877E-01  1.16684E+00  3.29944E-01  1.80349E-01  6.86177E-01  2.29829E+00  1.04752E-01  1.00000E+00  9.37691E-03 -1.51148E-03  6.91486E-03  1.34193E-03 -2.32705E-03  6.78961E-03 -1.52441E-03  8.19747E-05 -1.99432E-03  7.19164E-03   -19512.6791040963
        -9874  3.33307E+00  3.26600E+00 -6.26541E-01 -2.13276E-01  7.43870E-01  1.18410E+00  3.32618E-01  1.77860E-01  6.87293E-01  2.29769E+00  1.04431E-01  1.00000E+00  1.03793E-02 -1.71856E-03  6.06646E-03  1.09373E-03 -1.54715E-03  5.38338E-03 -1.37426E-03 -3.50918E-04 -1.03389E-03  6.69449E-03   -19541.6479997264
        -9873  3.35043E+00  3.27613E+00 -6.26295E-01 -2.15524E-01  7.30733E-01  1.21483E+00  3.38571E-01  1.70964E-01  6.90521E-01  2.30374E+00  1.02152E-01  1.00000E+00  9.50622E-03 -8.98563E-04  6.20760E-03  1.34928E-04 -1.24343E-03  5.14421E-03 -1.09315E-03 -6.80868E-04 -1.00738E-03  7.31347E-03   -19448.8672410912
        -9872  3.33209E+00  3.24652E+00 -6.17324E-01 -2.03278E-01  7.81838E-01  1.16081E+00  3.23322E-01  1.85935E-01  6.97637E-01  2.30159E+00  1.05700E-01  1.00000E+00  9.38267E-03 -6.68816E-05  6.36709E-03  1.33738E-04 -1.08394E-03  5.52379E-03 -1.35855E-03 -1.31494E-03 -1.09901E-03  8.64546E-03   -19310.8069371944
        -9871  3.34392E+00  3.27253E+00 -6.24912E-01 -2.16354E-01  8.04493E-01  1.13701E+00  3.15453E-01  1.92058E-01  6.93917E-01  2.30472E+00  1.04708E-01  1.00000E+00  8.25854E-03 -1.09986E-04  5.70828E-03  9.29650E-05 -8.99881E-04  5.31392E-03 -1.19715E-03 -2.97271E-04 -4.76967E-04  7.56034E-03   -19402.3408585520
        -9870  3.30552E+00  3.26854E+00 -6.12048E-01 -2.10416E-01  7.61756E-01  1.15913E+00  3.31503E-01  1.86430E-01  6.98545E-01  2.30335E+00  1.04708E-01  1.00000E+00  9.51004E-03 -6.91488E-04  6.66817E-03  1.80054E-04 -1.54885E-03  5.12601E-03  1.93380E-05 -1.56859E-04 -1.19457E-03  7.87422E-03   -19445.2677861887
        -9869  3.33746E+00  3.27453E+00 -6.24238E-01 -2.10892E-01  7.32544E-01  1.18240E+00  3.39773E-01  1.77234E-01  6.95873E-01  2.30268E+00  1.04262E-01  1.00000E+00  1.11576E-02 -4.15710E-04  7.99103E-03  1.11978E-03 -1.65674E-03  4.95775E-03 -7.31181E-04 -3.73447E-04 -1.41595E-03  9.16847E-03   -19401.6518896992
